O,D,value
66,17,38.85
66,18,21.28
66,37,190
66,39,16.73
66,41,62.3
66,43,103.99
66,44,50.91
66,45,154.86
66,46,85.41
66,47,129.58
66,48,192.24
66,49,168
66,50,295.47
66,51,20.81
66,52,63.6
66,53,129.22
66,58,49.13
66,62,83.74
66,63,64.35
66,64,219.49
66,65,28.29
66,67,230.47
66,68,412.85
66,69,280.63
66,70,130.15
66,71,293.41
66,72,163.79
66,73,414.56
66,74,80.88
66,75,20.79
66,76,195.18
66,77,116.3
66,78,70.3
66,79,63.6
66,80,31.78
66,81,50.08
66,133,65.57
66,134,19.96
66,135,32.85
66,136,17.33
66,145,22.89
66,147,36.09
66,148,16.51
66,229,26.38
66,232,40.12
66,233,68.08
67,5,19.29
67,6,28.19
67,7,23.06
67,8,50.48
67,9,42.05
67,10,33.49
67,14,21.16
67,17,16.38
67,18,19.81
67,37,111.97
67,39,24.72
67,41,92.52
67,43,122.06
67,44,62.01
67,45,173.42
67,46,108.74
67,47,46.4
67,48,91.98
67,49,55.67
67,50,129.63
67,53,32.07
67,58,79
67,62,111.28
67,63,87.42
67,64,296.7
67,65,34.74
67,66,132.71
67,68,119.79
67,69,343.28
67,70,31.62
67,71,75.13
67,72,44.48
67,73,107.87
67,74,22.14
67,76,121.42
67,77,76.95
67,78,43.81
67,79,26.65
67,80,21
67,81,36.14
67,133,85.63
67,134,28.2
67,135,31.15
67,136,20.79
67,145,17.35
67,147,27.2
67,229,23.61
67,233,42.88
68,1,29.26
68,2,63.52
68,3,38.65
68,4,50.14
68,5,67.14
68,6,117.96
68,7,82.09
68,8,292.52
68,9,134
68,10,136.89
68,11,36.47
68,12,20.43
68,13,22
68,14,74.02
68,15,32.91
68,16,45.85
68,17,56.63
68,18,36.92
68,23,16.65
68,37,304.7
68,41,51.24
68,43,65.26
68,44,30.56
68,45,99.13
68,46,55.81
68,47,59.13
68,48,97.33
68,49,82.53
68,50,141.92
68,52,26.99
68,53,61.66
68,58,51.4
68,62,53.77
68,63,50.8
68,64,375.73
68,65,45.14
68,66,262.12
68,67,144
68,69,457.61
68,70,67.54
68,71,144.87
68,72,194.18
68,73,486.25
68,74,44.26
68,75,22.59
68,76,319.5
68,77,198.42
68,78,117.93
68,79,112.66
68,80,61.05
68,81,74.85
68,84,18.11
68,133,110.84
68,134,32.04
68,135,56.92
68,136,25.69
68,145,42.32
68,147,56.4
68,148,23.96
68,232,16.65
68,233,30.78
68,387,22
69,1,21.02
69,2,29.63
69,3,25.08
69,4,35.51
69,5,52.78
69,6,52.13
69,7,48.96
69,8,122.17
69,9,102.62
69,10,75.51
69,11,22.87
69,12,19.59
69,13,21.43
69,14,54.87
69,15,28.5
69,16,43.88
69,17,41.96
69,18,41.16
69,23,17.94
69,37,245.28
69,39,29.25
69,41,118.95
69,43,108.42
69,44,52.87
69,45,154.88
69,46,103.49
69,47,39.54
69,48,82.37
69,49,50.24
69,50,127.76
69,53,28.75
69,58,128.13
69,59,20.23
69,60,30.71
69,61,18.6
69,62,90.6
69,63,104.79
69,64,722.07
69,65,77.81
69,66,115.53
69,67,231.22
69,68,266.39
69,70,28.53
69,71,69.92
69,72,85.9
69,73,205.8
69,74,18.18
69,76,277.03
69,77,188.47
69,78,101.76
69,79,70.65
69,80,60.49
69,81,82.93
69,83,18.61
69,129,23.35
69,133,217.27
69,134,69.27
69,135,81.16
69,136,50.46
69,145,47.05
69,146,18.38
69,147,64.67
69,148,30.21
69,233,30.62
69,387,60
70,1,85.45
70,2,165.83
70,3,81.22
70,4,96.1
70,5,94.12
70,6,167.89
70,7,100.16
70,8,88.8
70,9,38.56
70,10,69.13
70,11,20.98
70,12,16.89
70,13,17.27
70,14,81.34
70,15,37.1
70,16,45.71
70,17,75.66
70,18,44.58
70,37,30.48
70,43,22.72
70,45,29.12
70,47,93.13
70,48,61.09
70,49,88.26
70,50,57.33
70,51,28.52
70,52,190.82
70,53,178.11
70,62,16.44
70,64,41.67
70,66,103.45
70,67,40.56
70,68,75.2
70,69,56.86
70,71,222.12
70,72,538.41
70,73,356.84
70,74,273.13
70,75,68.5
70,76,43.93
70,77,18.94
70,78,31.44
70,79,33.49
70,80,16.82
70,232,60.45
70,233,30.42
70,387,24
71,1,36.64
71,2,62.7
71,3,39.47
71,4,45.88
71,5,61.11
71,6,114.51
71,7,73.92
71,8,112.28
71,9,50.42
71,10,62.69
71,11,18.91
71,12,19.78
71,13,17.2
71,14,68.82
71,15,29.95
71,16,45.15
71,17,48.44
71,18,39.54
71,23,16.96
71,37,42.04
71,41,21.15
71,43,42.27
71,45,55.2
71,46,24.15
71,47,114.96
71,48,73.57
71,49,132.43
71,50,93.8
71,51,25.15
71,52,78.78
71,53,157.75
71,62,25.32
71,63,19.92
71,64,71.39
71,66,154.72
71,67,67.02
71,68,113.93
71,69,87.91
71,70,154.64
71,72,208.81
71,73,454.35
71,74,113.33
71,75,30.13
71,76,66.77
71,77,36.75
71,78,38.83
71,79,43.11
71,80,18.43
71,81,18.76
71,133,18.63
71,232,68.33
71,233,38.37
72,1,182.14
72,2,370.28
72,3,182.97
72,4,225.67
72,5,238.05
72,6,373.78
72,7,236.3
72,8,192.09
72,9,85.01
72,10,161.91
72,11,49.75
72,12,54.43
72,13,52.86
72,14,197.88
72,15,89.14
72,16,122.22
72,17,188.81
72,18,124.42
72,19,22.05
72,20,23.26
72,21,19.49
72,22,16.1
72,23,46.34
72,24,16.04
72,26,21.38
72,28,24.44
72,29,25.26
72,37,56.78
72,41,16.8
72,43,18.49
72,45,26.27
72,47,90.57
72,48,52.92
72,49,91.17
72,50,64.83
72,51,32.31
72,52,169.41
72,53,172.47
72,58,16.46
72,64,90.36
72,66,98.24
72,67,47.58
72,68,160.52
72,69,116.12
72,70,370.98
72,71,218.83
72,73,725.06
72,74,270.64
72,75,143.68
72,76,105.13
72,77,55.66
72,78,68
72,79,69.08
72,80,37.2
72,81,21.58
72,84,19.23
72,85,19.89
72,133,26.56
72,232,44.73
72,233,24.99
73,1,88.11
73,2,167.81
73,3,108.36
73,4,127.69
73,5,156.53
73,6,313.02
73,7,202.04
73,8,311.01
73,9,145.91
73,10,175.66
73,11,53.48
73,12,51.73
73,13,48.32
73,14,178.45
73,15,80.98
73,16,112.69
73,17,132.45
73,18,113.03
73,19,24.47
73,20,21.76
73,21,17
73,23,50.05
73,24,18.92
73,26,21.3
73,28,24.44
73,29,23.78
73,37,102.48
73,41,37.61
73,43,59.25
73,44,16.31
73,45,63.59
73,46,35.25
73,47,133.62
73,48,93.91
73,49,158.78
73,50,121.31
73,51,30.29
73,52,94.46
73,53,182.38
73,58,27.88
73,62,29.37
73,63,28.31
73,64,188.03
73,65,16.49
73,66,174.33
73,67,97.41
73,68,290.27
73,69,222.64
73,70,210
73,71,361.07
73,72,550.71
73,74,156.32
73,75,71.83
73,76,179.61
73,77,92.61
73,78,123.93
73,79,115.49
73,80,63.11
73,81,39.11
73,82,19.75
73,84,24.62
73,85,22.18
73,133,47.18
73,135,20.1
73,136,23.62
73,145,17.21
73,147,27.61
73,232,64.77
73,233,38.29
74,1,97.67
74,2,81.99
74,3,100.59
74,4,59.12
74,5,107.55
74,6,68.36
74,7,49.21
74,8,41.09
74,9,17.67
74,10,32.07
74,14,48.06
74,15,24.18
74,16,40.38
74,17,86.52
74,18,55.02
74,23,17.05
74,47,53.49
74,48,29.79
74,49,50.82
74,50,31.62
74,51,20.2
74,52,139.35
74,53,98.76
74,64,18.79
74,66,44.79
74,67,22.03
74,68,36.76
74,69,23.35
74,70,165.63
74,71,103.41
74,72,229.88
74,73,163.19
74,75,81.4
74,76,23.56
74,232,37.37
75,1,146.62
75,2,114.05
75,3,132.51
75,4,71.97
75,5,129.62
75,6,98.79
75,7,58.66
75,8,50.77
75,9,20.16
75,10,37.84
75,14,52.59
75,15,29.21
75,16,48.05
75,17,105.37
75,18,58.21
75,23,17.84
75,47,22.64
75,49,24.21
75,52,87.1
75,53,55.8
75,64,17.35
75,66,24.74
75,68,38.04
75,69,23.75
75,70,101.14
75,71,58.57
75,72,312.84
75,73,182.71
75,74,195.68
75,76,20.04
75,79,18.06
76,1,17.43
76,2,40.3
76,3,42.36
76,4,52.92
76,5,84.69
76,6,70.64
76,7,73.8
76,8,158.76
76,9,163.25
76,10,131.24
76,11,45.16
76,12,31.17
76,13,34.58
76,14,87.18
76,15,43.61
76,16,63.8
76,17,58.87
76,18,68.12
76,20,16.19
76,23,32.93
76,26,20.73
76,29,16.49
76,37,311.3
76,39,17.25
76,41,112.37
76,43,45.98
76,44,23.13
76,45,71.87
76,46,53.51
76,47,21.3
76,48,53.78
76,49,33.36
76,50,68.08
76,58,92.55
76,62,49.87
76,63,79.7
76,64,404.17
76,65,30.91
76,66,80.71
76,67,105.49
76,68,184.88
76,69,302.05
76,71,45.4
76,72,71.56
76,73,164.4
76,77,309.21
76,78,183.6
76,79,111.02
76,80,103.47
76,81,145.19
76,82,26.58
76,83,23.65
76,84,31.42
76,85,19.83
76,129,19.2
76,133,180.13
76,134,35.4
76,135,119.91
76,136,55.01
76,145,46.32
76,146,18.03
76,147,71.78
76,148,30.8
76,356,24.04
76,387,35
77,2,24.52
77,3,23.2
77,4,31.69
77,5,49.26
77,6,53.68
77,7,53.34
77,8,119.74
77,9,174.64
77,10,130.38
77,11,92.15
77,12,42.54
77,13,59.95
77,14,72.76
77,15,44.42
77,16,70.93
77,17,52.26
77,18,69.02
77,20,31.29
77,21,16.19
77,23,31.82
77,25,18.93
77,26,20.52
77,37,294.09
77,41,72.56
77,43,24.31
77,45,43.82
77,46,29.93
77,48,39.18
77,49,19.9
77,50,44.08
77,58,62.34
77,60,23.02
77,62,26.16
77,63,48.48
77,64,304.65
77,65,30.69
77,66,55.9
77,67,70.53
77,68,123.96
77,69,220.57
77,71,29.55
77,72,45.14
77,73,97.16
77,76,381.6
77,78,450.9
77,79,94.92
77,80,276.69
77,81,522.8
77,82,96.07
77,83,93.61
77,84,77.07
77,85,62.9
77,86,38.42
77,87,58.89
77,129,47.08
77,130,19.22
77,131,45.02
77,132,26.66
77,133,292.61
77,134,90.64
77,135,418.29
77,136,247.17
77,141,36.37
77,142,26.07
77,143,16.06
77,145,201.48
77,146,97.51
77,147,259.69
77,148,126.4
77,153,26.7
77,154,22.32
77,157,56.45
77,158,28.54
77,159,19.9
77,356,18.12
77,377,22
77,379,20
77,383,22
77,387,94
78,2,34.37
78,3,31.89
78,4,56.04
78,5,85.42
78,6,78.72
78,7,86.98
78,8,184.64
78,9,388.3
78,10,249.89
78,11,193.75
78,12,81.37
78,13,107.43
78,14,116.68
78,15,64.9
78,16,107.4
78,17,93.47
78,18,70.82
78,20,38.74
78,21,16.15
78,23,34.8
78,24,21.06
78,25,21.89
78,26,22.78
78,37,171.02
78,41,24.5
78,45,18.37
78,48,20.04
78,50,21.13
78,58,20.8
78,63,21.88
78,64,128.83
78,66,36.5
78,67,38.5
78,68,92.41
78,69,136.19
78,71,34.52
78,72,57.51
78,73,136.94
78,76,242.54
78,77,504.88
78,79,199.55
78,80,541.75
78,81,268.18
78,82,172.94
78,83,57.7
78,84,160.25
78,85,124.77
78,86,55.09
78,87,32.55
78,133,116.1
78,134,33.65
78,135,170.35
78,136,89.66
78,145,86.71
78,146,35.45
78,147,126.66
78,148,59.56
78,157,24.37
78,383,41
79,1,22.77
79,2,38.87
79,3,30.91
79,4,42.1
79,5,59.47
79,6,94.9
79,7,64.8
79,8,225.7
79,9,302.26
79,10,178.93
79,11,55.28
79,12,23.2
79,13,24.81
79,14,78.05
79,15,31.41
79,16,43.98
79,17,48.88
79,18,32.06
79,37,208.35
79,41,17.26
79,45,19.63
79,49,18.65
79,50,20.67
79,53,17.71
79,63,16.16
79,64,100.37
79,66,38.01
79,67,37.76
79,68,103.82
79,69,123.39
79,70,22.16
79,71,45.09
79,72,76.69
79,73,175.48
79,76,222.66
79,77,144.24
79,78,255.84
79,80,132.5
79,81,58.47
79,82,34.58
79,84,40.17
79,85,27
79,133,41.5
79,135,41.72
79,136,16.4
79,147,23.73
80,1,17.89
80,2,23.77
80,3,23.65
80,4,38.2
80,5,78.51
80,6,61.28
80,7,65.9
80,8,146.5
80,9,319.09
80,10,214.16
80,11,392.31
80,12,142.71
80,13,244.41
80,14,129.13
80,15,121.98
80,16,292.08
80,17,163.1
80,18,171.06
80,19,33.85
80,20,92.26
80,21,46
80,22,21.32
80,23,70.75
80,24,44.12
80,25,57.72
80,26,47.66
80,28,28.86
80,29,23.11
80,37,138.79
80,41,17.54
80,64,70.91
80,66,21.45
80,67,21.83
80,68,62.4
80,69,84.21
80,71,23.9
80,72,42.31
80,73,91.29
80,76,193.98
80,77,456.51
80,78,856.34
80,79,160.03
80,81,754.52
80,82,550.54
80,83,163.45
80,84,485.5
80,85,425.72
80,86,187.15
80,87,118.49
80,88,32.8
80,89,16.33
80,90,28.98
80,91,28.93
80,129,16.31
80,131,17.87
80,133,94.09
80,134,46
80,135,174.97
80,136,123.55
80,141,28.32
80,142,25.62
80,143,17.1
80,145,243.23
80,146,101.12
80,147,409.79
80,148,183.38
80,153,28.06
80,154,25.61
80,157,69.97
80,158,32.63
80,159,26.91
81,3,17.69
81,4,16.95
81,5,39.14
81,6,28.41
81,7,32.74
81,8,62.79
81,9,112.28
81,10,91.31
81,11,134.71
81,12,57.83
81,13,101.65
81,14,55.48
81,15,49.25
81,16,129.1
81,17,62.49
81,18,90.45
81,19,16.99
81,20,44.15
81,21,21.95
81,23,46
81,24,20.98
81,25,32.31
81,26,30.79
81,28,17.04
81,29,17.58
81,37,143.33
81,41,42.59
81,45,17.62
81,48,23.05
81,50,23.18
81,58,40.39
81,60,23.07
81,63,29.53
81,64,149.01
81,65,25.76
81,66,27.81
81,67,32.03
81,68,61.04
81,69,115.19
81,72,24.77
81,73,44.95
81,76,206.99
81,77,670.13
81,78,300.75
81,79,55.89
81,80,580.51
81,82,206.97
81,83,205.27
81,84,162.98
81,85,154.61
81,86,93.49
81,87,142.1
81,88,21.72
81,89,19.13
81,91,16.29
81,93,19.9
81,129,37.16
81,131,43.12
81,132,23.72
81,133,172.52
81,134,78.87
81,135,271.54
81,136,228.72
81,141,58.12
81,142,45.84
81,143,33.1
81,145,364.17
81,146,168.07
81,147,550.14
81,148,268.24
81,149,20.06
81,153,53.7
81,154,41.77
81,157,115.53
81,158,64.8
81,159,46.21
81,357,19.08
81,379,36
81,387,64
82,5,41.02
82,6,18.25
82,7,21.8
82,8,40.75
82,9,93.68
82,10,75.54
82,11,129.52
82,12,59.41
82,13,136.69
82,14,50.14
82,15,49.93
82,16,164.81
82,17,79.51
82,18,97.02
82,19,19.98
82,20,84.69
82,21,29.19
82,23,62.7
82,24,48.96
82,25,77.76
82,26,73.41
82,28,17.41
82,29,17.37
82,37,37.33
82,64,28.74
82,68,17.75
82,69,21.2
82,73,26.6
82,76,59.08
82,77,142.29
82,78,247.75
82,79,45.66
82,80,505.68
82,81,249.49
82,83,205.67
82,84,147.87
82,85,496.51
82,86,251.75
82,87,159.78
82,88,68.94
82,89,24.17
82,90,40.75
82,91,60.3
82,93,26.9
82,98,18.84
82,133,36.96
82,135,66.43
82,136,43.8
82,145,94.94
82,146,34.52
82,147,326.5
82,148,132.65
82,153,16.84
82,157,81.86
82,158,30.4
82,159,39.54
83,8,16.18
83,9,35.75
83,10,26.45
83,11,48.17
83,12,22.07
83,13,51.46
83,14,17.47
83,15,19
83,16,54.39
83,17,32.09
83,18,38.96
83,20,30.15
83,23,21.24
83,24,17.36
83,25,28.33
83,26,23.95
83,37,47.38
83,64,36.24
83,68,17.63
83,69,32
83,76,50.93
83,77,185.03
83,78,95.44
83,79,16.61
83,80,195.66
83,81,325.62
83,82,264.02
83,84,53.35
83,85,175.65
83,86,97.1
83,87,201.88
83,88,31.27
83,89,29.13
83,91,27.72
83,93,22.88
83,98,18.82
83,133,54.51
83,134,23.44
83,135,91.29
83,136,65.9
83,141,17.21
83,142,16.14
83,143,26.2
83,145,135.49
83,146,62.06
83,147,484.25
83,148,203.59
83,153,30.59
83,154,26.35
83,157,106.22
83,158,47.95
83,159,43.97
84,2,16.45
84,3,29.31
84,4,44.62
84,5,98.83
84,6,37.04
84,7,80.41
84,8,58.66
84,9,110.9
84,10,258.06
84,11,501.62
84,12,174.74
84,13,268.21
84,14,155.19
84,15,136.48
84,16,325.3
84,17,203.45
84,18,173.76
84,19,32.6
84,20,98.48
84,21,46.3
84,22,24.67
84,23,71.27
84,24,48.45
84,25,61.71
84,26,48.08
84,28,27.85
84,29,22.15
84,37,47.18
84,64,23.59
84,68,20.11
84,69,26.47
84,72,22.65
84,73,36.57
84,76,65.8
84,77,155.49
84,78,302.78
84,79,61.6
84,80,614.38
84,81,267.09
84,82,199.76
84,83,57.35
84,85,470.95
84,86,56.18
84,87,29.62
84,90,31.99
84,91,27.22
84,133,24.08
84,134,16.92
84,135,47.74
84,136,33.44
84,145,73.26
84,146,26.49
84,147,112.88
84,148,48.97
84,157,16.95
84,382,16
85,1,16.68
85,2,26.47
85,3,60.91
85,4,70.64
85,5,193.29
85,6,48.94
85,7,106.78
85,8,68.09
85,9,100.12
85,10,344.56
85,11,681.8
85,12,300.98
85,13,858.39
85,14,249.09
85,15,240.69
85,16,836.73
85,17,419.93
85,18,430.2
85,19,95.17
85,20,516.12
85,21,157.57
85,22,63.2
85,23,295.22
85,24,250.07
85,25,425.08
85,26,343.21
85,27,71.78
85,28,93.21
85,29,77.61
85,30,57.53
85,31,22.01
85,32,19.57
85,34,16.24
85,35,18.07
85,36,18.57
85,37,39.49
85,64,33.92
85,68,22.3
85,69,25.14
85,72,33.03
85,73,52.34
85,76,58.99
85,77,140.24
85,78,251.43
85,79,48.84
85,80,557.46
85,81,262.36
85,82,713.02
85,83,199.54
85,84,531.16
85,86,340.81
85,87,201.37
85,88,112.71
85,89,41.59
85,90,256.43
85,91,267.68
85,93,45.33
85,97,40.87
85,98,80.84
85,100,17.6
85,133,31.71
85,135,48.01
85,136,36.87
85,145,73.12
85,146,29.06
85,147,256.3
85,148,101.76
85,154,16.39
85,157,81.61
85,158,29.75
85,159,70.16
85,160,17.06
85,161,20.56
85,387,36
86,5,32.11
86,8,19.02
86,9,40.85
86,10,35.38
86,11,58.58
86,12,33.81
86,13,83.41
86,14,28.6
86,15,24.07
86,16,100.26
86,17,52.49
86,18,70.5
86,19,24.17
86,20,83.03
86,21,36.08
86,22,23.95
86,23,102.08
86,24,79.75
86,25,149.03
86,26,124.31
86,27,28.33
86,28,36.14
86,29,31.77
86,30,29.39
86,64,25.83
86,76,30.74
86,77,67.33
86,78,105.06
86,79,18.65
86,80,222.58
86,81,112.14
86,82,311.92
86,83,104.25
86,84,65.55
86,85,296.46
86,87,277.47
86,88,140.89
86,89,53.7
86,90,83.26
86,91,152.74
86,93,83.49
86,95,20.47
86,97,33.38
86,98,75.97
86,100,24.73
86,133,19.42
86,135,32.1
86,136,22.32
86,145,43.79
86,146,20.19
86,147,182.63
86,148,68.07
86,153,28.1
86,154,19.17
86,157,149.48
86,158,64.11
86,159,94.68
86,160,28.54
86,161,33.03
86,356,24.2
86,377,27
86,379,18
86,381,68
86,382,120
86,387,77
87,5,18.39
87,9,25.85
87,10,21.31
87,11,42.36
87,12,20.47
87,13,57.1
87,14,19.46
87,15,19.08
87,16,67.72
87,17,33.26
87,18,43.12
87,20,58.98
87,21,25.09
87,22,17.27
87,23,64.72
87,24,56.2
87,25,104.5
87,26,88.36
87,27,18.69
87,28,22.55
87,29,20.43
87,30,22.85
87,37,39.94
87,64,33.27
87,69,27.91
87,76,43.11
87,77,150.86
87,78,75.01
87,80,156.52
87,81,268.89
87,82,223.82
87,83,273.15
87,84,41.82
87,85,201.11
87,86,320.23
87,88,129.82
87,89,106.54
87,90,60.6
87,91,111.04
87,92,16.31
87,93,104.44
87,95,30.75
87,97,35.21
87,98,91.65
87,100,27.75
87,133,43.45
87,134,20.92
87,135,76.6
87,136,58.58
87,141,17.82
87,143,20.12
87,145,118
87,146,50.98
87,147,432.12
87,148,185.71
87,149,16.74
87,153,68.27
87,154,53.01
87,155,19
87,157,365.94
87,158,159.71
87,159,163
87,160,54.42
87,161,52.23
87,267,19.98
88,5,16.93
88,10,16.62
88,11,31.32
88,12,16.23
88,13,43.23
88,15,19.17
88,16,58.65
88,17,31.12
88,18,41.1
88,20,53.85
88,21,20.35
88,23,88.77
88,24,79.36
88,25,195.29
88,26,161.64
88,27,33.88
88,28,30.71
88,29,38.6
88,30,63.47
88,31,24.03
88,32,32.37
88,77,37.61
88,78,26.73
88,80,59.37
88,81,65.61
88,82,94.09
88,83,60.12
88,84,21.97
88,85,142.53
88,86,144.28
88,87,162.82
88,89,90.9
88,90,44.94
88,91,325.05
88,93,222.95
88,95,64.58
88,97,102.23
88,98,220
88,99,36.61
88,100,64.88
88,102,37.39
88,103,22.71
88,106,17.81
88,107,23.44
88,135,21.33
88,136,16.34
88,145,34.4
88,147,121.68
88,148,50.44
88,153,24.05
88,154,16.9
88,157,105.62
88,158,42.86
88,159,137.65
88,160,42.37
88,161,35.45
88,356,33.28
88,387,129
89,13,20.57
89,16,28.03
89,20,25.64
89,23,25.61
89,24,23.84
89,25,47.03
89,26,36.35
89,77,27.98
89,80,30.1
89,81,55.62
89,82,41.84
89,83,55.8
89,85,66.63
89,86,69.49
89,87,146.24
89,88,93.63
89,90,21.68
89,91,79.6
89,93,65.62
89,95,19.82
89,97,26.17
89,98,61.77
89,100,17.57
89,135,19.26
89,145,31.72
89,147,110.56
89,148,44.9
89,153,19.95
89,154,17.05
89,157,95.31
89,158,39.84
89,159,122.67
89,160,35.14
89,161,29.82
89,356,19.55
89,381,22
89,382,31
89,387,79
90,5,17.36
90,10,26.04
90,11,57.56
90,12,24.04
90,13,72.28
90,14,22.1
90,15,19.48
90,16,75.27
90,17,42.06
90,18,42.55
90,20,76.34
90,21,27.69
90,22,17.17
90,23,73.33
90,24,69.12
90,25,139.67
90,26,104.91
90,27,21.77
90,28,23.9
90,29,16.53
90,30,17.24
90,78,22.87
90,80,44.19
90,81,21.49
90,82,67.54
90,83,19.21
90,84,43.88
90,85,261
90,86,96.52
90,87,52.62
90,88,34.72
90,91,84.04
90,98,29.44
90,147,30.01
90,157,27.47
90,159,21.8
90,382,16
90,387,22
91,4,17.1
91,5,44.74
91,7,16.39
91,10,38.97
91,11,64.88
91,12,35.34
91,13,96.05
91,14,36.03
91,15,39.18
91,16,132.21
91,17,72.46
91,18,95.66
91,19,35.74
91,20,108.4
91,21,46.86
91,22,37.1
91,23,198.37
91,24,158.03
91,25,390.62
91,26,552.98
91,27,128.79
91,28,105.65
91,29,144.4
91,30,218.71
91,31,82.61
91,32,95.91
91,33,22.16
91,34,48.95
91,35,37.32
91,36,40.1
91,64,25.53
91,76,23.69
91,77,30.95
91,78,27.42
91,80,55.98
91,81,52.13
91,82,86.1
91,83,41.43
91,84,43.88
91,85,290.48
91,86,145.69
91,87,125.79
91,88,291.52
91,89,64.68
91,90,85.55
91,93,186.44
91,95,57.49
91,97,279.44
91,98,488.24
91,99,69.5
91,100,132.87
91,101,21.75
91,102,28.67
91,103,19.26
91,106,34.45
91,107,40.16
91,109,20.66
91,111,16.71
91,113,19.13
91,135,17.38
91,145,20.42
91,147,78.74
91,148,36.84
91,153,16.82
91,157,74.91
91,158,26.69
91,159,97.1
91,160,29.8
91,161,30.85
91,356,18.48
91,387,114
92,25,16.44
92,85,16.24
92,86,18.07
92,87,38.98
92,88,30.3
92,89,22.15
92,91,25.4
92,93,60.77
92,95,43.75
92,97,18.45
92,98,43.37
92,100,28.44
92,102,25.79
92,103,32.47
92,147,56.2
92,148,49.12
92,153,30.65
92,154,21.51
92,155,18.39
92,157,58.49
92,158,42.66
92,159,85.71
92,160,56.61
92,161,83.56
92,267,30.27
92,269,40.81
92,275,23.88
92,279,26.63
92,287,22.14
92,288,17.08
92,356,21.72
92,387,58
93,11,18.6
93,13,30.48
93,16,43
93,17,21.51
93,18,25.18
93,20,35.78
93,23,59.15
93,24,49.19
93,25,134.16
93,26,109.62
93,27,25.97
93,28,19.27
93,29,42.09
93,30,52.58
93,31,28.17
93,32,57.81
93,33,18.31
93,34,23.95
93,77,32.25
93,78,18.56
93,80,40.04
93,81,54.3
93,82,57.63
93,83,55.32
93,85,90.75
93,86,92.74
93,87,145.42
93,88,260.1
93,89,70.79
93,90,30.84
93,91,215.57
93,92,32.04
93,94,23.18
93,95,141.18
93,97,180.8
93,98,361.45
93,99,64.76
93,100,110.65
93,101,22.74
93,102,76.26
93,103,40.03
93,104,31.46
93,106,31.68
93,107,44.28
93,108,17.21
93,109,29.73
93,111,22.7
93,113,26.26
93,135,19.79
93,145,28.98
93,147,109.85
93,148,45.77
93,153,18.9
93,157,92.94
93,158,39.95
93,159,105.45
93,160,34.99
93,161,33.12
93,356,20.93
94,87,20.8
94,88,20.08
94,91,16.47
94,93,36.1
94,98,26.95
94,159,17.09
95,23,25.39
95,24,21.85
95,25,56.7
95,26,44.15
95,29,29.2
95,30,24.92
95,31,19.48
95,32,44.82
95,33,21.7
95,34,17.06
95,36,17.34
95,81,24.79
95,82,22.83
95,83,23.04
95,85,39.85
95,86,39.27
95,87,61.94
95,88,109.92
95,89,31.51
95,91,90.43
95,92,32.15
95,93,209.49
95,96,29.4
95,97,74.69
95,98,155.94
95,99,88.86
95,100,173
95,101,28.58
95,102,115.74
95,103,49.81
95,104,53.38
95,106,37.49
95,107,62.78
95,108,20.47
95,109,34.57
95,111,30.5
95,113,25.41
95,147,47.6
95,148,17.9
95,157,42.27
95,159,43.08
95,160,21.06
95,161,29.96
95,356,22.16
96,87,16.64
96,93,29.82
96,95,35.38
96,98,21.29
96,100,24.72
96,102,16.49
96,103,19.1
97,5,32.44
97,11,22.19
97,12,21.7
97,13,68.08
97,14,24.46
97,15,30.28
97,16,100.06
97,17,56.27
97,18,67.75
97,19,27.58
97,20,82.29
97,21,33.89
97,22,32.4
97,23,183.79
97,24,132.07
97,25,122.48
97,26,555.96
97,27,124.13
97,28,105.3
97,29,245.2
97,30,317.73
97,31,163.61
97,32,344.03
97,33,80.31
97,34,135.72
97,35,57.69
97,36,81.03
97,80,16.41
97,81,22.23
97,82,25.1
97,83,19.95
97,85,82.53
97,86,42.39
97,87,59.79
97,88,113.38
97,89,28.92
97,90,24.91
97,91,334.74
97,93,181.97
97,95,59.94
97,98,525.69
97,99,161.64
97,100,149.27
97,101,83.68
97,102,33.3
97,103,20.14
97,104,16.34
97,106,71.85
97,107,54.04
97,108,39.25
97,109,30.4
97,110,35.71
97,111,91.52
97,112,20.74
97,113,46.92
97,147,43.23
97,157,37.13
97,159,42.05
97,356,35.41
97,387,34
98,5,21.08
98,10,19.18
98,11,41.42
98,12,22.12
98,13,60.16
98,14,22.75
98,15,24.43
98,16,82.01
98,17,43.42
98,18,48.44
98,19,21.54
98,20,72.72
98,21,28
98,22,20.3
98,23,134.22
98,24,110.39
98,25,289.73
98,26,412.51
98,27,88.76
98,28,63.63
98,29,158.44
98,30,207.55
98,31,100.04
98,32,220.78
98,33,51.9
98,34,87.05
98,35,35.79
98,36,50.69
98,77,34.7
98,78,22.15
98,80,48.4
98,81,59.78
98,82,67.37
98,83,58.3
98,84,32.04
98,85,193.78
98,86,108.63
98,87,161.29
98,88,292.11
98,89,81.23
98,90,63.84
98,91,799.65
98,92,29.35
98,93,476.21
98,94,24.74
98,95,146.55
98,96,17.21
98,97,658.44
98,99,181.83
98,100,331.39
98,101,59.22
98,102,90.64
98,103,44.67
98,104,43.73
98,106,81.31
98,107,124.64
98,108,38.69
98,109,71.63
98,110,26.94
98,111,59.09
98,113,54.43
98,121,19.46
98,135,22.39
98,136,16.39
98,145,32.51
98,147,127.04
98,148,50.6
