O,D,value
150,188,105.09
150,189,70.97
150,190,71.19
150,191,47.17
150,264,4.82
150,268,5.4
150,320,18.45
150,367,4.87
150,377,7
151,77,5.18
151,80,5.16
151,81,9.81
151,83,4.61
151,87,9.31
151,88,5.92
151,127,5.52
151,128,5.99
151,131,6.51
151,132,12.56
151,135,5.74
151,136,12.08
151,137,20.85
151,138,8.98
151,139,21.73
151,140,18.74
151,141,11.68
151,142,39.07
151,143,22.67
151,144,21.44
151,145,6.91
151,146,15.3
151,147,31.04
151,148,52.16
151,149,183.53
151,150,29.01
151,152,112.81
151,153,49.99
151,154,135.26
151,155,42.24
151,156,92.15
151,157,17.86
151,158,27.25
151,159,24.92
151,160,28.43
151,161,10.44
151,178,6.8
151,182,9.96
151,184,9.71
151,185,5.16
151,188,40.55
151,189,33
151,190,90.84
151,191,64.49
151,263,16.56
151,264,7.11
151,267,22.09
151,268,22.82
151,269,9.06
151,270,9.68
151,272,6.28
151,273,10.49
151,288,10.17
151,320,24.35
152,56,5.09
152,61,5.64
152,64,7.1
152,76,4.73
152,77,10.13
152,80,8.11
152,81,8.72
152,83,4.55
152,86,5.38
152,87,7.83
152,88,4.63
152,91,4.65
152,127,8.43
152,128,6.92
152,129,5.32
152,131,7.43
152,132,12.4
152,133,5.13
152,134,6.31
152,135,7.68
152,136,13.94
152,137,20.57
152,138,9.95
152,139,24.39
152,140,19.47
152,141,13.54
152,142,42.58
152,143,23.36
152,144,21.14
152,145,8.81
152,146,14.15
152,147,32.63
152,148,54.45
152,149,188.66
152,150,90.71
152,151,114.35
152,153,47.7
152,154,129.97
152,155,42.3
152,156,87.48
152,157,17.82
152,158,27.66
152,159,25.35
152,160,27.45
152,161,8.81
152,178,21.64
152,179,7.34
152,182,28.46
152,183,8.43
152,184,26.77
152,185,9.52
152,187,8.86
152,188,127.38
152,189,80.96
152,190,268.6
152,191,195.27
152,263,16.4
152,264,20.09
152,265,4.5
152,266,6.79
152,267,22.74
152,268,20.41
152,269,9.61
152,270,7.18
152,271,4.5
152,272,15.53
152,273,13.08
152,275,4.55
152,283,5.71
152,288,7.7
152,318,5.4
152,319,7.58
152,320,75.15
152,367,4.78
153,5,5.47
153,6,4.51
153,8,9.84
153,9,4.68
153,10,8.9
153,11,11.32
153,12,7.53
153,13,8.86
153,14,6.96
153,15,6.89
153,16,17.83
153,17,8.64
153,18,13.3
153,20,9
153,21,5.41
153,23,12.61
153,24,7.65
153,25,12.78
153,26,15.56
153,30,5.04
153,37,13.83
153,41,21.04
153,43,5.35
153,46,7.74
153,58,24.28
153,59,4.55
153,60,8.5
153,61,7.7
153,63,14.31
153,64,41.9
153,65,11.52
153,68,5.57
153,69,15.6
153,73,5
153,76,16.19
153,77,40.69
153,78,23.5
153,80,37.52
153,81,66.74
153,82,29.61
153,83,36.31
153,84,10.13
153,85,20.01
153,86,37.4
153,87,72.87
153,88,15.52
153,89,17.88
153,90,6.02
153,91,11.87
153,92,10.77
153,93,14.3
153,95,4.51
153,98,12.29
153,127,6.58
153,128,5.58
153,129,28.44
153,130,9.48
153,131,45.49
153,132,31.58
153,133,39.65
153,134,36.25
153,135,44.33
153,136,104.72
153,137,17.92
153,138,15.23
153,139,22.43
153,140,16.85
153,141,93.35
153,142,87.43
153,143,164.19
153,144,46.17
153,145,63.55
153,146,102.97
153,147,257.98
153,148,413.95
153,149,139.6
153,150,17.35
153,151,34.63
153,152,40.25
153,154,386.22
153,155,122.96
153,156,77.21
153,157,166.78
153,158,251.7
153,159,93.1
153,160,107.11
153,161,36.1
153,178,4.76
153,182,8.16
153,184,7.99
153,188,25.19
153,189,17.31
153,190,18.65
153,191,14.3
153,267,64.3
153,268,17.76
153,269,20.08
153,270,8.94
153,273,5.38
153,275,7.4
153,287,9.38
153,288,8.27
153,320,4.97
153,357,8.07
153,358,8.01
154,5,6.16
154,8,8.03
154,9,4.7
154,10,8.3
154,11,7
154,12,12
154,13,11.63
154,14,10.55
154,15,6.49
154,16,19.39
154,17,7.87
154,18,14.61
154,19,4.48
154,20,10.12
154,23,11.81
154,24,11.84
154,25,11.06
154,26,15.33
154,37,10.93
154,39,4.66
154,41,25.98
154,44,7.59
154,46,6.95
154,56,9.15
154,58,22.75
154,59,5.08
154,60,11.14
154,61,12.49
154,63,16.78
154,64,42.14
154,65,9.74
154,68,6.61
154,69,13.01
154,73,7.37
154,76,18.89
154,77,42.09
154,78,18.87
154,80,35.96
154,81,60.52
154,82,24.07
154,83,29.95
154,84,9.64
154,85,17.93
154,86,30.01
154,87,59.42
154,88,13.53
154,89,12.04
154,91,8.69
154,92,12.05
154,93,13.25
154,98,8.46
154,125,9.6
154,127,15.78
154,128,16.78
154,129,24.8
154,130,19.45
154,131,42.49
154,132,69.85
154,133,39.06
154,134,27.32
154,135,41.76
154,136,89.51
154,137,47.89
154,138,33.73
154,139,57.47
154,140,41.68
154,141,85.06
154,142,224.64
154,143,139.53
154,144,125.75
154,145,59.16
154,146,85.61
154,147,214.93
154,148,342
154,149,352.14
154,150,54.23
154,151,68.89
154,152,75.64
154,153,381.22
154,155,99.56
154,156,162.34
154,157,135.57
154,158,208.38
154,159,75.17
154,160,88.98
154,161,28.67
154,178,19.33
154,179,4.87
154,182,21.54
154,183,6.21
154,184,24.04
154,185,10.17
154,188,89.81
154,189,65.08
154,190,58.16
154,191,50.19
154,263,8.69
154,264,4.63
154,267,45.84
154,268,29.92
154,269,18.97
154,270,12.2
154,273,5.65
154,275,4.99
154,287,5.19
154,288,12.31
154,320,12.78
154,356,10.21
155,8,5.15
155,9,4.84
155,11,5.19
155,13,7.07
155,16,9.8
155,17,7.35
155,18,7.95
155,20,10.02
155,23,10.23
155,24,9.32
155,25,20.72
155,26,15.18
155,27,5.36
155,30,4.78
155,37,11.34
155,41,10.13
155,46,5.07
155,58,12.96
155,60,5.33
155,63,7.99
155,64,19.67
155,65,8.99
155,68,4.74
155,69,7.23
155,76,7.07
155,77,28.87
155,78,11.24
155,80,24.74
155,81,46.95
155,82,19.71
155,83,26.84
155,84,8.85
155,85,24.39
155,86,27.79
155,87,56
155,88,33.72
155,89,31.24
155,90,8.04
155,91,25.16
155,92,19.24
155,93,21.84
155,95,10.23
155,97,10.23
155,98,19.56
155,100,5.29
155,103,6.48
155,128,5.33
155,129,17.3
155,130,4.85
155,131,32.45
155,132,20.41
155,133,26.84
155,134,25.15
155,135,28.68
155,136,69.5
155,137,10.85
155,138,5.91
155,139,14.12
155,140,13.79
155,141,64.02
155,142,57.25
155,143,127.63
155,144,33.29
155,145,45.61
155,146,72.91
155,147,189.11
155,148,315.66
155,149,120.56
155,150,18.2
155,151,72.79
155,152,69.66
155,153,369.79
155,154,295.92
155,156,194.34
155,157,122.11
155,158,188.86
155,159,180.21
155,160,220.82
155,161,73.29
155,182,5.65
155,184,5.5
155,188,17.52
155,189,11.11
155,190,42.88
155,191,28.83
155,263,9.09
155,267,140.72
155,268,41.22
155,269,50.44
155,270,23.95
155,271,4.83
155,272,7.83
155,273,13.22
155,275,18.47
155,276,5.47
155,277,11.73
155,278,6.63
155,279,5.93
155,283,6.74
155,287,15.68
155,288,19.11
155,320,11.89
156,13,6.67
156,16,5.71
156,18,5.39
156,20,4.84
156,23,7.37
156,24,6.42
156,25,13.09
156,26,10.35
156,30,4.89
156,37,6.85
156,41,6.5
156,56,4.86
156,58,8.6
156,61,4.91
156,63,6.62
156,64,11.86
156,65,6.22
156,69,4.76
156,76,5.06
156,77,16.21
156,78,9.19
156,80,15.13
156,81,29.13
156,82,12.7
156,83,16
156,85,15.52
156,86,17.55
156,87,31.79
156,88,20.15
156,89,18.25
156,90,4.85
156,91,13.98
156,92,13.05
156,93,15.58
156,95,5.44
156,97,4.97
156,98,12.21
156,127,7.42
156,128,7.36
156,129,9.64
156,130,7.29
156,131,18.59
156,132,35.85
156,133,17.19
156,134,15.98
156,135,19.51
156,136,39.52
156,137,23.64
156,138,12.7
156,139,32.86
156,140,25.5
156,141,40.85
156,142,112.21
156,143,76.94
156,144,71.13
156,145,27.53
156,146,43.59
156,147,114.94
156,148,190.16
156,149,249.82
156,150,37.95
156,151,161.87
156,152,146.47
156,153,225.78
156,154,621.78
156,155,193.59
156,157,74.68
156,158,113.75
156,159,107.13
156,160,134.06
156,161,42.22
156,178,7.8
156,182,12.7
156,184,11.35
156,185,5.25
156,188,44.67
156,189,31.53
156,190,106.11
156,191,70.09
156,263,21.91
156,264,9.21
156,265,4.63
156,267,85.83
156,268,86.97
156,269,30.08
156,270,33.73
156,271,7.73
156,272,7.21
156,273,12.41
156,275,13.85
156,276,8.78
156,277,7.28
156,278,11.05
156,283,8.34
156,287,9.96
156,288,27.95
156,320,30.35
156,356,6.36
157,4,4.48
157,5,8.32
157,6,5.78
157,7,5.96
157,8,15.62
157,9,18.73
157,10,17.27
157,11,21.84
157,12,13.35
157,13,31.71
157,14,10.93
157,15,13.75
157,16,37.22
157,17,17.71
157,18,21.73
157,19,8.69
157,20,29.78
157,21,11.95
157,22,7.27
157,23,37.82
157,24,28.04
157,25,50.45
157,26,48.47
157,27,8.32
157,28,13.32
157,29,8.86
157,30,17.91
157,32,11.12
157,34,6.26
157,37,34.67
157,41,12.4
157,48,7.53
157,50,6.24
157,58,13.46
157,63,7.5
157,64,48.06
157,65,4.96
157,66,9.69
157,67,6.04
157,68,18.44
157,69,28.04
157,73,13.51
157,76,37.5
157,77,95.88
157,78,46.31
157,79,7.76
157,80,91.47
157,81,157.16
157,82,108.14
157,83,132.51
157,84,23.87
157,85,95.15
157,86,157.57
157,87,350.81
157,88,81.09
157,89,68.33
157,90,27.82
157,91,58.14
157,92,20.76
157,93,60.97
157,94,7.65
157,95,15.71
157,96,6.6
157,97,24.15
157,98,54.96
157,99,8.18
157,100,15.78
157,102,9.13
157,103,11.36
157,129,11.2
157,130,7.18
157,131,18.15
157,132,13.98
157,133,63.75
157,134,19.44
157,135,102.69
157,136,78.92
157,137,5.08
157,138,4.91
157,139,7.79
157,140,6.06
157,141,41
157,142,30.98
157,143,52.04
157,144,17.76
157,145,157.29
157,146,81.39
157,147,736.03
157,148,354.92
157,149,49.34
157,150,5.54
157,151,16
157,152,14.37
157,153,156.07
157,154,132.59
157,155,41.09
157,156,27.76
157,158,323.43
157,159,300.51
157,160,104.1
157,161,69.52
157,188,7.85
157,189,4.47
157,267,25.74
157,268,7.36
157,269,11.35
157,270,5.11
157,275,5.79
157,287,5.19
157,288,4.72
157,381,13
157,382,16
157,387,8
158,5,8.88
158,6,4.95
158,7,5.31
158,8,12.51
158,9,16.15
158,10,11.68
158,11,17.36
158,12,8.95
158,13,23.61
158,14,6.84
158,15,10.7
158,16,26.36
158,17,9.14
158,18,18.49
158,20,20.21
158,21,10.29
158,23,27
158,24,20.13
158,25,34.73
158,26,25.95
158,27,6.28
158,28,6.28
158,29,5.38
158,30,13.5
158,37,27.05
158,41,22.94
158,44,6.57
158,46,5.93
158,48,4.97
158,50,5.31
158,58,18.69
158,60,8.08
158,61,6.11
158,62,5.46
158,63,8.73
158,64,40.82
158,65,11.66
158,66,4.66
158,67,5.93
158,68,10.93
158,69,21.86
158,73,10.86
158,76,26.09
158,77,70.18
158,78,37.43
158,79,6.5
158,80,67.86
158,81,123.31
158,82,63.32
158,83,83.91
158,84,19.95
158,85,51.68
158,86,98.42
158,87,215.66
158,88,45.47
158,89,43.76
158,90,17.32
158,91,33.63
158,92,19.17
158,93,38.37
158,94,4.49
158,95,9.84
158,97,14.2
158,98,33.28
158,100,10.65
158,102,6.89
158,103,7.86
158,129,21.19
158,130,11.52
158,131,37.31
158,132,27.42
158,133,48.77
158,134,34.39
158,135,77.27
158,136,148.45
158,137,18.68
158,138,13.27
158,139,15.45
158,140,11.63
158,141,76.88
158,142,68.85
158,143,114.39
158,144,35.83
158,145,122.9
158,146,154.64
158,147,485.86
158,148,781.05
158,149,108.22
158,150,15.83
158,151,23.96
158,152,31.39
158,153,329.03
158,154,280.98
158,155,91.06
158,156,54.79
158,157,464.22
158,159,192.31
158,160,214.09
158,161,73.55
158,184,4.51
158,188,15.1
158,189,12.66
158,190,10.37
158,191,6.65
158,267,41.84
158,268,10.54
158,269,16.21
158,270,8.52
158,275,5.09
158,287,5.28
158,288,5.99
158,387,13
159,5,13.26
159,7,4.97
159,8,6.73
159,9,7.78
159,10,10.76
159,11,19.73
159,12,9.95
159,13,26.17
159,14,8.62
159,15,12.41
159,16,40.37
159,17,18.03
159,18,26.84
159,19,11.28
159,20,31.09
159,21,13.46
159,22,6.2
159,23,43.71
159,24,33.98
159,25,63.19
159,26,53.57
159,27,13.08
159,28,9.48
159,29,11.19
159,30,20.36
159,31,7.66
159,32,13.33
159,34,5.08
159,37,17.06
159,64,22.83
159,67,4.48
159,68,6.63
159,69,12.37
159,73,5.7
159,76,15.63
159,77,46.93
159,78,16.43
159,80,47.76
159,81,76.15
159,82,58.98
159,83,64.28
159,84,14.05
159,85,90.22
159,86,95.4
159,87,185.09
159,88,118.22
159,89,103.77
159,90,27.13
159,91,96.52
159,92,38.25
159,93,92.55
159,94,11.1
159,95,28.29
159,96,7.8
159,97,31.7
159,98,79.73
159,99,12.05
159,100,26.66
159,102,17.98
159,103,20.63
159,104,5.25
159,107,6.6
159,129,4.71
159,131,12.11
159,132,6.49
159,133,23.57
159,134,10.1
159,135,47.75
159,136,37.65
159,141,16.01
159,142,17.2
159,143,33.38
159,144,11.54
159,145,76.71
159,146,35.84
159,147,373.64
159,148,172.9
159,149,28.78
159,151,17.25
159,152,15.06
159,153,102.7
159,154,89.13
159,155,66.66
159,156,39.41
159,157,371.73
159,158,164.35
159,160,181.58
159,161,118.02
159,190,6.29
159,191,5.12
159,267,79.06
159,268,19.6
159,269,44.53
159,270,17.15
159,273,8.96
159,275,9.51
159,277,5.61
159,278,4.85
159,279,12.37
159,280,4.71
159,287,7.31
159,288,10.36
159,356,14.81
159,377,10
160,5,4.82
160,9,6.18
160,10,5.91
160,11,12.7
160,12,5.32
160,13,14.18
160,15,5.92
160,16,23.96
160,17,11.46
160,18,10.59
160,20,18.48
160,21,9.14
160,22,4.77
160,23,20.75
160,24,19.95
160,25,41.42
160,26,30.54
160,27,8.14
160,28,7.7
160,29,5.49
160,30,11.42
160,32,7.05
160,37,15.3
160,41,8.17
160,58,7.58
160,60,5.09
160,63,6.6
160,64,14.82
160,65,7.37
160,68,5.05
160,69,8.41
160,73,5.31
160,76,9.84
160,77,34.53
160,78,13.83
160,80,33.35
160,81,61.93
160,82,36.19
160,83,46.02
160,84,10.03
160,85,58.78
160,86,55.28
160,87,121.09
160,88,77.1
160,89,68.87
160,90,17.51
160,91,56.45
160,92,44.62
160,93,53.39
160,94,6.61
160,95,19.88
160,96,6.14
160,97,21.92
160,98,45.44
160,99,6.52
160,100,14.49
160,102,13.54
160,103,14.91
160,104,4.48
160,129,12.61
160,131,25.36
160,132,13.99
160,133,18.98
160,134,23.78
160,135,40.67
160,136,69.12
160,137,7.19
160,139,9.61
160,140,10.15
160,141,48.13
160,142,42.07
160,143,83.44
160,144,23.61
160,145,63.83
160,146,75.26
160,147,248.55
160,148,426.67
160,149,62.92
160,150,13.23
160,151,40.22
160,152,37.83
160,153,245.19
160,154,197.99
160,155,159.86
160,156,95.99
160,157,255.46
160,158,384.94
160,159,381.6
160,161,153.37
160,188,9.75
160,189,6.98
160,190,19.01
160,191,14.8
160,263,5.14
160,267,88.22
160,268,25.93
160,269,38.46
160,270,16.54
160,273,10.59
160,275,15.48
160,277,8.66
160,278,4.73
160,279,11.72
160,283,5.82
160,287,11.48
160,288,13.23
160,320,6.74
161,11,6.89
161,13,9.03
161,16,12.75
161,17,6.32
161,18,5.93
161,19,5.09
161,20,10.99
161,21,4.81
161,23,12.2
161,24,11.29
161,25,19.42
161,26,18.01
161,30,4.6
161,32,7.47
161,37,5.09
161,64,5.95
161,77,12.82
161,78,4.76
161,80,17.11
161,81,19.93
161,82,19.26
161,83,19.66
161,84,4.67
161,85,27.3
161,86,28.7
161,87,62.78
161,88,35.88
161,89,24.76
161,90,8
161,91,28.43
161,92,33.91
161,93,29.58
161,94,4.83
161,95,17.5
161,96,4.64
161,97,10.33
161,98,28.55
161,99,7.16
161,100,16.67
161,102,16.2
161,103,16.99
161,109,4.49
161,133,7.49
161,135,8.66
161,136,13.35
161,141,9.35
161,142,5.08
161,143,15.42
161,144,5.42
161,145,18.7
161,146,13.79
161,147,87.68
161,148,72.34
161,149,12.06
161,151,6.1
161,152,6.56
161,153,43.59
161,154,36.17
161,155,28.88
161,156,17.24
161,157,92.2
161,158,65.21
161,159,127.33
161,160,78.63
161,267,48.13
161,268,12.55
161,269,29.53
161,270,11.18
161,273,6.01
161,275,11.7
161,277,4.5
161,279,13.09
161,280,4.97
161,287,5.78
161,288,6.58
161,356,7.55
162,38,8
162,41,7.87
162,55,5.82
162,56,5.75
162,58,11.09
162,59,9.57
162,64,6.35
162,163,12.78
162,164,7.06
162,166,35.22
162,167,22.91
162,168,12.14
162,169,5.35
162,170,58.08
162,171,12.77
162,172,17.89
162,175,4.77
162,178,5.2
162,179,8.82
162,247,10.98
162,249,14.93
162,256,16.04
162,257,16.47
162,258,6.04
162,259,15.62
162,261,6.75
162,367,90.74
162,368,22.9
162,378,5
162,379,5
162,387,15
163,38,6.98
163,41,5.85
163,55,5.8
163,56,4.73
163,58,12.05
163,59,8.54
163,64,6.33
163,162,11.44
163,164,7.04
163,166,33.12
163,167,20.84
163,170,54.92
163,171,10.73
163,172,14.84
163,173,5.2
163,175,4.59
163,178,6.01
163,179,6.61
163,249,10.9
163,257,13.42
163,259,12.59
163,261,7.73
163,367,10.03
163,379,7
164,8,4.49
164,37,5.36
164,38,117.6
164,39,49.79
164,40,21.8
164,41,100.92
164,42,27.34
164,43,17.59
164,44,39.97
164,45,13.14
164,46,29.61
164,48,10.38
164,50,6.26
164,54,12.37
164,55,27.86
164,56,28.3
164,57,18.62
164,58,71.28
164,59,56.65
164,60,14.9
164,61,23.59
164,62,9.9
164,63,24.19
164,64,32.42
164,65,11.65
164,67,6.36
164,69,10.22
164,73,4.66
164,76,5.4
164,125,8.09
164,127,4.84
164,128,7.56
164,129,7.08
164,130,6.88
164,132,9.64
164,133,9.9
164,134,8.35
164,136,8.1
164,137,4.79
164,142,8.5
164,162,7.59
164,163,5.38
164,165,9.9
164,166,345.2
164,167,59.78
164,170,267.02
164,171,21.16
164,172,73.7
164,173,10.41
164,175,4.66
164,176,6.99
164,178,23.12
164,179,7.97
164,182,8.72
164,211,13.31
164,219,8.84
164,222,73.89
164,223,5.18
164,224,17.32
164,225,6.9
164,226,17.8
164,228,5.94
164,229,4.98
164,230,8.28
164,244,11.3
164,249,21.14
164,250,8.6
164,252,10.38
164,253,20.03
164,254,7.33
164,257,24.86
164,258,66.82
164,259,80.85
164,260,81.34
164,261,34.79
164,262,35.95
164,383,7
164,387,5
165,38,5.9
165,41,9.64
165,56,4.78
165,58,9.48
165,59,5.01
165,64,5.54
165,162,5.94
165,163,4.81
165,164,12.77
165,166,36.19
165,167,22.64
165,170,48.03
165,171,7.29
165,172,13.16
165,222,9.55
165,249,10.92
165,253,9.95
165,257,13.3
165,258,10.81
165,259,33.81
165,260,10.85
165,261,18.13
165,262,4.87
165,387,5
166,37,6.3
166,38,106.34
166,39,45.53
166,40,20.42
166,41,100.47
166,42,23.43
166,43,16.8
166,44,37.61
166,45,13.97
166,46,26.55
166,48,9.53
166,50,6.66
166,54,15.75
166,55,40.42
166,56,32.36
166,57,28.69
166,58,85.22
166,59,60.6
166,60,19.52
166,61,30.56
166,62,11.29
166,63,32.08
166,64,41.71
166,65,14.17
166,67,9.3
166,69,14.66
166,73,4.96
166,76,8.82
166,77,6.58
166,81,5
166,125,7.27
166,127,6.58
166,128,12.26
166,129,8.25
166,130,10.83
166,131,5.75
166,132,11.92
166,133,13.28
166,134,9.81
166,135,4.84
166,136,10.99
166,137,6.33
166,138,4.81
166,142,9.56
166,148,5.09
166,162,8.34
166,163,10.52
166,164,98.95
166,165,14.54
166,167,91.48
166,169,5.6
166,170,410.34
166,171,34.98
166,172,119.68
166,173,13.04
166,175,5.95
166,176,9.9
166,178,36.41
166,179,14.85
166,182,14.48
166,188,5.13
166,211,4.84
166,222,34.04
166,224,6.83
166,225,7.66
166,226,15.48
166,229,4.93
166,230,6.75
166,244,5.73
166,249,9.3
166,252,5.03
166,253,15.6
166,257,23.77
166,258,31.82
166,259,47.32
166,260,28.02
166,261,20.01
166,262,15.8
166,356,11
166,379,6
166,383,7
166,387,12
167,38,29.89
167,39,14.05
167,40,5.02
167,41,29.95
167,42,7.11
167,44,11.16
167,45,5.45
167,46,7.43
167,54,7.16
167,55,17.06
167,56,13.11
167,57,10.32
167,58,35.59
167,59,25.65
167,60,8.32
167,61,12.26
167,63,13.9
167,64,19
167,69,6.04
167,128,5.45
167,132,5.31
167,133,5.88
167,136,4.5
167,162,9.14
167,163,8.5
167,164,30.16
167,165,10.07
167,166,147.48
167,169,4.96
167,170,172.92
167,171,33.69
167,172,50.57
167,173,10.85
167,175,5.34
167,176,5.75
167,178,15.96
167,179,15.04
167,182,5.83
167,222,10.65
167,226,5.4
167,249,8.95
167,253,13.14
167,257,16.78
167,258,12.7
167,259,35.92
167,260,8.74
167,261,16.66
167,262,5.4
167,379,5
167,387,5
168,162,12.1
168,166,6.22
168,167,5.03
168,169,5.65
168,170,22.37
168,171,6.11
168,172,12.33
168,174,4.69
168,175,5.1
168,178,5.56
168,179,7.23
168,367,76.83
169,38,5.82
169,41,5.4
169,55,7.95
169,56,8.53
169,57,10.69
169,58,8.32
169,59,9.03
169,61,6.68
169,162,6.51
169,163,5.32
169,166,23
169,167,15.23
169,168,5.27
169,170,82.53
169,171,21.6
169,172,45.57
169,173,12.31
169,175,18.02
169,178,20.65
169,179,24
169,181,5.38
169,182,7.94
169,183,5.44
169,189,7.88
169,249,5.3
169,257,7.19
169,259,5.42
169,367,20.36
170,5,4.89
170,6,5.73
170,8,11.41
170,9,5.86
170,10,7.44
170,14,5.16
170,16,5.58
170,17,6.91
170,18,5.4
170,37,15.87
170,38,115.78
170,39,50.29
170,40,20.22
170,41,132.5
170,42,25.43
170,43,22.4
170,44,38.07
170,45,19.29
170,46,41.59
170,47,5.01
170,48,10.81
170,50,9.9
170,54,49.44
170,55,182.55
170,56,107.76
170,57,120.5
170,58,216.41
170,59,186.21
170,60,48.12
170,61,94.33
170,62,28.39
170,63,72.69
170,64,101.3
170,65,30.61
170,66,8.05
170,67,21.86
170,68,10.51
170,69,30.33
170,71,6.32
170,73,8.93
170,76,17.1
170,77,12.5
170,78,6.26
170,81,12.05
170,125,28.21
170,126,10.86
170,127,19.25
170,128,46.22
170,129,31.13
170,130,28.4
170,131,19.47
170,132,36.38
170,133,30.38
170,134,28.71
170,135,16.68
170,136,22.09
170,137,16.09
170,138,22.18
170,139,9.72
170,140,11.2
170,141,9.3
170,142,34.84
170,144,5.31
170,145,6.13
170,146,6.77
170,147,9.54
170,148,9.27
170,149,16.13
170,150,4.6
170,154,9.97
170,158,5.87
170,162,27.03
170,163,23.91
170,164,114.44
170,165,24.87
170,166,562.18
170,167,152.18
170,168,6.48
170,169,23.09
170,171,147.95
170,172,533.65
170,173,53.12
170,174,5.11
170,175,26.72
170,176,51.25
170,177,15.84
170,178,184.19
170,179,88.18
170,181,7.59
170,182,76.03
170,183,23.33
170,184,16.81
170,185,6.44
170,188,16.56
170,189,14.15
170,190,9.75
170,191,11.27
170,211,6.93
170,222,40.61
170,224,7.04
170,225,5.86
170,226,19.02
170,230,6
170,247,5.04
170,249,16.86
170,252,6.1
170,253,16.97
170,256,7.2
170,257,43.5
170,258,36.32
170,259,64.72
170,260,35.72
170,261,30.25
170,262,18.09
170,367,17.96
170,368,8.59
170,379,13
170,387,17
171,38,15.83
171,39,7.87
171,41,16.53
171,44,5.87
171,46,5.66
171,54,7.44
171,55,24.47
171,56,14.74
171,57,17.2
171,58,28.6
171,59,26.7
171,60,6.13
171,61,11.76
171,63,10.12
171,64,11.04
171,65,4.56
171,128,6.89
171,129,4.71
171,132,6.06
171,162,6.75
171,163,6.79
171,164,14.62
171,166,73.69
171,167,45.78
171,169,8.88
171,170,253.4
171,172,79.11
171,173,20.8
171,175,11.72
171,176,8.81
171,177,6.67
171,178,31.07
171,179,34.18
171,182,13.53
171,183,8.88
171,189,8.77
171,191,4.76
171,222,6.45
171,249,4.59
171,253,5.17
171,257,9.65
171,258,6.99
171,259,15.46
171,261,8.65
171,367,8.29
172,38,31.76
172,39,12.39
172,40,8.18
172,41,39.91
172,42,6.32
172,44,11.45
172,45,4.61
172,46,13.12
172,50,5.87
172,54,16.79
172,55,57.94
172,56,105.54
172,57,129.03
172,58,65.79
172,59,65.59
172,60,45.12
172,61,82.72
172,62,7.35
172,63,24.84
172,64,34.15
172,65,11.52
172,67,5.31
172,69,10.45
172,73,4.51
172,77,11.02
172,81,5.9
172,87,4.58
172,125,29.25
172,126,11.1
172,127,18.17
172,128,49.03
172,129,31.16
172,130,30.84
172,131,17.04
172,132,34.7
172,133,21.05
172,134,23.12
172,135,9.48
172,136,17.1
172,137,17.48
172,138,19.86
172,139,6.19
172,140,11.37
172,141,12.09
172,142,29.59
172,144,5.72
172,145,6.2
172,146,6.45
172,147,4.51
172,148,8.99
172,149,14.16
172,150,6.06
172,154,8.59
172,162,11.51
172,163,5.28
172,164,32.59
172,165,8.58
172,166,158.23
172,167,46.37
172,169,13.03
172,170,535.61
172,171,49.4
172,173,44.72
172,175,22.61
172,176,52.9
172,177,16.05
172,178,185.21
172,179,80.49
172,181,5.96
172,182,78.31
172,183,22.4
172,184,19.57
172,185,9.96
172,188,18.54
172,189,20.57
172,190,11.87
172,191,14.2
172,222,11.74
172,226,7.51
172,249,4.66
172,253,7.61
172,257,14.18
172,258,10.13
172,259,20.74
172,260,9.85
172,261,7.92
172,367,9.92
172,378,6
172,379,11
173,41,5.79
173,55,9.44
173,56,14.62
173,57,17.07
173,58,9.18
173,59,9.21
173,60,6.57
173,61,10.66
173,64,5.01
173,128,5.85
173,130,4.96
173,164,4.97
173,166,22.91
173,167,14.23
173,169,5.73
173,170,76.92
173,171,20.56
173,172,75.6
173,175,8.83
173,176,7.76
173,177,6.62
173,178,28.88
173,179,31.97
173,182,13.45
173,183,6.84
173,189,6.73
173,191,5.74
173,259,6.92
173,367,4.67
174,170,8.27
174,172,6.33
174,175,15.94
174,178,18.29
174,179,21.24
174,181,4.46
174,182,6.58
174,188,4.5
174,189,10.85
174,191,8.89
174,367,105.63
175,38,4.52
175,55,5.81
175,56,9.4
175,57,11.79
175,58,6.08
175,59,5.86
175,61,8.36
175,64,5.9
175,125,8.76
175,127,12.06
175,128,27.8
175,129,8.73
175,130,7.02
175,131,9.02
175,132,20.14
175,133,5.8
175,134,6.15
175,136,8.75
175,137,9.89
175,138,11.51
175,140,9.22
175,141,4.58
175,142,16.88
175,148,4.55
175,149,10.76
175,154,7.95
175,166,19.06
175,167,11.39
175,168,4.85
175,169,12.01
175,170,62.15
175,171,16.77
175,172,51
175,173,13.56
175,174,12.77
175,176,16.06
175,177,16.49
175,178,128.52
175,179,141.29
175,181,35.81
175,182,51.89
175,183,29.88
175,184,15.84
175,185,19.12
175,187,11.19
175,188,21.8
175,189,39.98
175,190,12.57
175,191,31.18
175,257,5.79
175,320,6.78
175,367,70.62
176,41,8.12
176,55,10.1
176,56,14.83
176,57,18.6
176,58,7.78
176,59,8.94
176,60,6.07
176,61,13.61
176,64,6.34
176,125,14.27
176,126,5.81
176,127,8.99
176,128,23.53
176,129,16.22
176,130,12.43
176,131,7.35
176,132,16.55
176,133,11.45
176,134,10.01
176,136,6.33
176,137,6.54
176,138,9.79
176,140,5.44
176,141,4.71
