name,road_link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type
,1569,653,652,freeway,1,3.05,1,4500,60,1,0,3.05,4500,0.15,4,1,1,100,10,0,1
,1570,653,655,freeway,1,3.11339,1,2500,60,1,0,3.11339,2500,0.15,4,1,1,100,10,0,1
,1571,654,108,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1572,654,451,freeway,1,2.00652,1,5000,60,1,0,2.00652,5000,0.15,4,1,1,100,10,0,1
,1573,654,452,freeway,1,1.13467,1,7000,60,1,0,1.13467,7000,0.15,4,1,1,100,10,0,1
,1574,654,659,freeway,1,3.05061,1,5500,60,1,0,3.05061,5500,0.15,4,1,1,100,10,0,1
,1575,654,662,freeway,1,3.05061,1,5000,60,1,0,3.05061,5000,0.15,4,1,1,100,10,0,1
,1576,655,109,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1577,655,451,freeway,1,1.2276,1,5000,60,1,0,1.2276,5000,0.15,4,1,1,100,10,0,1
,1578,655,650,freeway,1,2.928,1,3000,60,1,0,2.928,3000,0.15,4,1,1,100,10,0,1
,1579,655,653,freeway,1,3.11339,1,2500,60,1,0,3.11339,2500,0.15,4,1,1,100,10,0,1
,1580,655,663,freeway,1,2.93371,1,6000,60,1,0,2.93371,6000,0.15,4,1,1,100,10,0,1
,1581,656,110,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1582,656,579,freeway,1,3.49195,1,3000,60,1,0,3.49195,3000,0.15,4,1,1,100,10,0,1
,1583,656,657,freeway,1,2.99149,1,7000,60,1,0,2.99149,7000,0.15,4,1,1,100,10,0,1
,1584,656,658,freeway,1,3.05061,1,4000,60,1,0,3.05061,4000,0.15,4,1,1,100,10,0,1
,1585,656,660,freeway,1,2.318,1,3000,60,1,0,2.318,3000,0.15,4,1,1,100,10,0,1
,1586,657,111,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1587,657,525,freeway,1,2.23796,1,5000,60,1,0,2.23796,5000,0.15,4,1,1,100,10,0,1
,1588,657,647,freeway,1,2.17984,1,3500,60,1,0,2.17984,3500,0.15,4,1,1,100,10,0,1
,1589,657,656,freeway,1,2.99149,1,7000,60,1,0,2.99149,7000,0.15,4,1,1,100,10,0,1
,1590,657,659,freeway,1,3.17259,1,15000,60,1,0,3.17259,15000,0.15,4,1,1,100,10,0,1
,1591,658,112,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1592,658,510,freeway,1,1.04948,1,4000,60,1,0,1.04948,4000,0.15,4,1,1,100,10,0,1
,1593,658,656,freeway,1,3.05061,1,4000,60,1,0,3.05061,4000,0.15,4,1,1,100,10,0,1
,1594,658,659,freeway,1,2.989,1,5500,60,1,0,2.989,5500,0.15,4,1,1,100,10,0,1
,1595,658,661,freeway,1,2.3188,1,6000,60,1,0,2.3188,6000,0.15,4,1,1,100,10,0,1
,1596,659,113,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1597,659,509,freeway,1,1.09969,1,5000,60,1,0,1.09969,5000,0.15,4,1,1,100,10,0,1
,1598,659,654,freeway,1,3.05061,1,5500,60,1,0,3.05061,5500,0.15,4,1,1,100,10,0,1
,1599,659,657,freeway,1,3.17259,1,15000,60,1,0,3.17259,15000,0.15,4,1,1,100,10,0,1
,1600,659,658,freeway,1,2.989,1,5500,60,1,0,2.989,5500,0.15,4,1,1,100,10,0,1
,1601,660,114,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1602,660,582,freeway,1,4.07195,1,3500,60,1,0,4.07195,3500,0.15,4,1,1,100,10,0,1
,1603,660,656,freeway,1,2.318,1,3000,60,1,0,2.318,3000,0.15,4,1,1,100,10,0,1
,1604,660,661,freeway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,1605,660,902,freeway,1,3.47218,1,4500,60,1,0,3.47218,4500,0.15,4,1,1,100,10,0,1
,1606,661,115,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1607,661,512,freeway,1,1.09969,1,2000,60,1,0,1.09969,2000,0.15,4,1,1,100,10,0,1
,1608,661,658,freeway,1,2.3188,1,6000,60,1,0,2.3188,6000,0.15,4,1,1,100,10,0,1
,1609,661,660,freeway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,1610,661,902,freeway,1,3.74542,1,3500,60,1,0,3.74542,3500,0.15,4,1,1,100,10,0,1
,1611,662,116,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1612,662,449,freeway,1,2.63362,1,2000,60,1,0,2.63362,2000,0.15,4,1,1,100,10,0,1
,1613,662,654,freeway,1,3.05061,1,5000,60,1,0,3.05061,5000,0.15,4,1,1,100,10,0,1
,1614,662,664,freeway,1,2.99149,1,4500,60,1,0,2.99149,4500,0.15,4,1,1,100,10,0,1
,1615,662,667,freeway,1,2.989,1,2500,60,1,0,2.989,2500,0.15,4,1,1,100,10,0,1
,1616,663,117,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1617,663,449,freeway,1,0.682,1,2000,60,1,0,0.682,2000,0.15,4,1,1,100,10,0,1
,1618,663,655,freeway,1,2.93371,1,6000,60,1,0,2.93371,6000,0.15,4,1,1,100,10,0,1
,1619,663,665,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,1620,663,841,freeway,1,3.05061,1,3500,60,1,0,3.05061,3500,0.15,4,1,1,100,10,0,1
,1621,664,118,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1622,664,448,freeway,1,2.75245,1,3500,60,1,0,2.75245,3500,0.15,4,1,1,100,10,0,1
,1623,664,662,freeway,1,2.99149,1,4500,60,1,0,2.99149,4500,0.15,4,1,1,100,10,0,1
,1624,664,669,freeway,1,2.92864,1,5500,60,1,0,2.92864,5500,0.15,4,1,1,100,10,0,1
,1625,664,849,freeway,1,4.45801,1,5500,60,1,0,4.45801,5500,0.15,4,1,1,100,10,0,1
,1626,665,119,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1627,665,448,freeway,1,0.65699,1,3500,60,1,0,0.65699,3500,0.15,4,1,1,100,10,0,1
,1628,665,663,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,1629,665,843,freeway,1,2.928,1,2000,60,1,0,2.928,2000,0.15,4,1,1,100,10,0,1
,1630,665,849,freeway,1,4.57663,1,1000,60,1,0,4.57663,1000,0.15,4,1,1,100,10,0,1
,1631,666,120,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1632,666,510,freeway,1,2.22043,1,4000,60,1,0,2.22043,4000,0.15,4,1,1,100,10,0,1
,1633,666,521,freeway,1,0.793,1,1500,60,1,0,0.793,1500,0.15,4,1,1,100,10,0,1
,1634,666,667,freeway,1,2.989,1,2000,60,1,0,2.989,2000,0.15,4,1,1,100,10,0,1
,1635,666,668,freeway,1,2.92864,1,3000,60,1,0,2.92864,3000,0.15,4,1,1,100,10,0,1
,1636,667,121,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1637,667,509,freeway,1,2.16185,1,5000,60,1,0,2.16185,5000,0.15,4,1,1,100,10,0,1
,1638,667,662,freeway,1,2.989,1,2500,60,1,0,2.989,2500,0.15,4,1,1,100,10,0,1
,1639,667,666,freeway,1,2.989,1,2000,60,1,0,2.989,2000,0.15,4,1,1,100,10,0,1
,1640,667,669,freeway,1,2.92864,1,7000,60,1,0,2.92864,7000,0.15,4,1,1,100,10,0,1
,1641,668,122,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1642,668,519,freeway,1,0.35569,1,2000,60,1,0,0.35569,2000,0.15,4,1,1,100,10,0,1
,1643,668,666,freeway,1,2.92864,1,3000,60,1,0,2.92864,3000,0.15,4,1,1,100,10,0,1
,1644,668,669,freeway,1,2.989,1,3500,60,1,0,2.989,3500,0.15,4,1,1,100,10,0,1
,1645,668,850,freeway,1,2.989,1,4500,60,1,0,2.989,4500,0.15,4,1,1,100,10,0,1
,1646,669,123,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1647,669,664,freeway,1,2.92864,1,5500,60,1,0,2.92864,5500,0.15,4,1,1,100,10,0,1
,1648,669,667,freeway,1,2.92864,1,7000,60,1,0,2.92864,7000,0.15,4,1,1,100,10,0,1
,1649,669,668,freeway,1,2.989,1,3500,60,1,0,2.989,3500,0.15,4,1,1,100,10,0,1
,1650,669,851,freeway,1,2.93054,1,5500,60,1,0,2.93054,5500,0.15,4,1,1,100,10,0,1
,1651,670,124,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1652,670,512,freeway,1,3.42144,1,2000,60,1,0,3.42144,2000,0.15,4,1,1,100,10,0,1
,1653,670,519,freeway,1,3.21048,1,2000,60,1,0,3.21048,2000,0.15,4,1,1,100,10,0,1
,1654,670,521,freeway,1,2.728,1,1500,60,1,0,2.728,1500,0.15,4,1,1,100,10,0,1
,1655,670,854,freeway,1,5.91731,1,500,60,1,0,5.91731,500,0.15,4,1,1,100,10,0,1
,1656,670,902,freeway,1,6.92961,1,500,60,1,0,6.92961,500,0.15,4,1,1,100,10,0,1
,1657,670,905,freeway,1,4.72268,1,1000,60,1,0,4.72268,1000,0.15,4,1,1,100,10,0,1
,1658,671,125,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1659,671,602,freeway,1,2.86959,1,3500,60,1,0,2.86959,3500,0.15,4,1,1,100,10,0,1
,1660,671,672,freeway,1,2.87283,1,2500,60,1,0,2.87283,2500,0.15,4,1,1,100,10,0,1
,1661,671,673,freeway,1,2.99149,1,4500,60,1,0,2.99149,4500,0.15,4,1,1,100,10,0,1
,1662,671,676,freeway,1,2.98962,1,3000,60,1,0,2.98962,3000,0.15,4,1,1,100,10,0,1
,1663,672,126,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1664,672,603,freeway,1,3.05061,1,2000,60,1,0,3.05061,2000,0.15,4,1,1,100,10,0,1
,1665,672,671,freeway,1,2.87283,1,2500,60,1,0,2.87283,2500,0.15,4,1,1,100,10,0,1
,1666,672,674,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,1667,672,722,freeway,1,2.86959,1,1000,60,1,0,2.86959,1000,0.15,4,1,1,100,10,0,1
,1668,673,127,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1669,673,671,freeway,1,2.99149,1,4500,60,1,0,2.99149,4500,0.15,4,1,1,100,10,0,1
,1670,673,674,freeway,1,3.05549,1,3500,60,1,0,3.05549,3500,0.15,4,1,1,100,10,0,1
,1671,673,678,freeway,1,2.86765,1,4000,60,1,0,2.86765,4000,0.15,4,1,1,100,10,0,1
,1672,673,683,freeway,1,3.11339,1,3000,60,1,0,3.11339,3000,0.15,4,1,1,100,10,0,1
,1673,674,128,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1674,674,672,freeway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,1675,674,673,freeway,1,3.05549,1,3500,60,1,0,3.05549,3500,0.15,4,1,1,100,10,0,1
,1676,674,684,freeway,1,2.928,1,1500,60,1,0,2.928,1500,0.15,4,1,1,100,10,0,1
,1677,674,724,freeway,1,2.928,1,2000,60,1,0,2.928,2000,0.15,4,1,1,100,10,0,1
,1678,675,129,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1679,675,404,freeway,1,1.54319,1,5500,60,1,0,1.54319,5500,0.15,4,1,1,100,10,0,1
,1680,675,606,freeway,1,3.11339,1,3500,60,1,0,3.11339,3500,0.15,4,1,1,100,10,0,1
,1681,675,676,freeway,1,2.74771,1,5500,60,1,0,2.74771,5500,0.15,4,1,1,100,10,0,1
,1682,675,677,freeway,1,2.80865,1,4500,60,1,0,2.80865,4500,0.15,4,1,1,100,10,0,1
,1683,676,130,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1684,676,607,freeway,1,3.111,1,500,60,1,0,3.111,500,0.15,4,1,1,100,10,0,1
,1685,676,671,freeway,1,2.98962,1,3000,60,1,0,2.98962,3000,0.15,4,1,1,100,10,0,1
,1686,676,675,freeway,1,2.74771,1,5500,60,1,0,2.74771,5500,0.15,4,1,1,100,10,0,1
,1687,676,678,freeway,1,2.867,1,3500,60,1,0,2.867,3500,0.15,4,1,1,100,10,0,1
,1688,677,131,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1689,677,406,freeway,1,0.82067,1,3000,60,1,0,0.82067,3000,0.15,4,1,1,100,10,0,1
,1690,677,675,freeway,1,2.80865,1,4500,60,1,0,2.80865,4500,0.15,4,1,1,100,10,0,1
,1691,677,678,freeway,1,2.87283,1,5500,60,1,0,2.87283,5500,0.15,4,1,1,100,10,0,1
,1692,677,687,freeway,1,3.05061,1,8000,60,1,0,3.05061,8000,0.15,4,1,1,100,10,0,1
,1693,678,132,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1694,678,673,freeway,1,2.86765,1,4000,60,1,0,2.86765,4000,0.15,4,1,1,100,10,0,1
,1695,678,676,freeway,1,2.867,1,3500,60,1,0,2.867,3500,0.15,4,1,1,100,10,0,1
,1696,678,677,freeway,1,2.87283,1,5500,60,1,0,2.87283,5500,0.15,4,1,1,100,10,0,1
,1697,678,688,freeway,1,2.989,1,7500,60,1,0,2.989,7500,0.15,4,1,1,100,10,0,1
,1698,679,133,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1699,679,610,freeway,1,3.05061,1,6500,60,1,0,3.05061,6500,0.15,4,1,1,100,10,0,1
,1700,679,680,freeway,1,2.196,1,3500,60,1,0,2.196,3500,0.15,4,1,1,100,10,0,1
,1701,679,681,freeway,1,3.05061,1,4000,60,1,0,3.05061,4000,0.15,4,1,1,100,10,0,1
,1702,680,134,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1703,680,404,freeway,1,1.61045,1,5500,60,1,0,1.61045,5500,0.15,4,1,1,100,10,0,1
,1704,680,488,freeway,1,2.29623,1,2500,60,1,0,2.29623,2500,0.15,4,1,1,100,10,0,1
,1705,680,611,freeway,1,2.92864,1,4500,60,1,0,2.92864,4500,0.15,4,1,1,100,10,0,1
,1706,680,679,freeway,1,2.196,1,3500,60,1,0,2.196,3500,0.15,4,1,1,100,10,0,1
,1707,681,135,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1708,681,487,freeway,1,1.64248,1,3000,60,1,0,1.64248,3000,0.15,4,1,1,100,10,0,1
,1709,681,623,freeway,1,2.87736,1,4000,60,1,0,2.87736,4000,0.15,4,1,1,100,10,0,1
,1710,681,679,freeway,1,3.05061,1,4000,60,1,0,3.05061,4000,0.15,4,1,1,100,10,0,1
,1711,681,691,freeway,1,2.867,1,12000,60,1,0,2.867,12000,0.15,4,1,1,100,10,0,1
,1712,682,136,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1713,682,406,freeway,1,2.20446,1,3000,60,1,0,2.20446,3000,0.15,4,1,1,100,10,0,1
,1714,682,487,freeway,1,1.50659,1,3000,60,1,0,1.50659,3000,0.15,4,1,1,100,10,0,1
,1715,682,488,freeway,1,1.01524,1,2500,60,1,0,1.01524,2500,0.15,4,1,1,100,10,0,1
,1716,682,692,freeway,1,2.9946,1,8000,60,1,0,2.9946,8000,0.15,4,1,1,100,10,0,1
,1717,683,137,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1718,683,673,freeway,1,3.11339,1,3000,60,1,0,3.11339,3000,0.15,4,1,1,100,10,0,1
,1719,683,684,freeway,1,2.928,1,2500,60,1,0,2.928,2500,0.15,4,1,1,100,10,0,1
,1720,683,685,freeway,1,2.80666,1,4000,60,1,0,2.80666,4000,0.15,4,1,1,100,10,0,1
,1721,683,688,freeway,1,2.9946,1,3500,60,1,0,2.9946,3500,0.15,4,1,1,100,10,0,1
,1722,684,138,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1723,684,674,freeway,1,2.928,1,1500,60,1,0,2.928,1500,0.15,4,1,1,100,10,0,1
,1724,684,683,freeway,1,2.928,1,2500,60,1,0,2.928,2500,0.15,4,1,1,100,10,0,1
,1725,684,728,freeway,1,2.92864,1,3500,60,1,0,2.92864,3500,0.15,4,1,1,100,10,0,1
,1726,685,139,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1727,685,411,freeway,1,2.91909,1,6000,60,1,0,2.91909,6000,0.15,4,1,1,100,10,0,1
,1728,685,683,freeway,1,2.80666,1,4000,60,1,0,2.80666,4000,0.15,4,1,1,100,10,0,1
,1729,685,686,freeway,1,2.80865,1,1500,60,1,0,2.80865,1500,0.15,4,1,1,100,10,0,1
,1730,685,690,freeway,1,3.05,1,4000,60,1,0,3.05,4000,0.15,4,1,1,100,10,0,1
,1731,686,140,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1732,686,685,freeway,1,2.80865,1,1500,60,1,0,2.80865,1500,0.15,4,1,1,100,10,0,1
,1733,686,730,freeway,1,2.92864,1,1000,60,1,0,2.92864,1000,0.15,4,1,1,100,10,0,1
,1734,687,141,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1735,687,407,freeway,1,0.82067,1,6500,60,1,0,0.82067,6500,0.15,4,1,1,100,10,0,1
,1736,687,677,freeway,1,3.05061,1,8000,60,1,0,3.05061,8000,0.15,4,1,1,100,10,0,1
,1737,687,688,freeway,1,2.80865,1,6500,60,1,0,2.80865,6500,0.15,4,1,1,100,10,0,1
,1738,687,689,freeway,1,2.928,1,7000,60,1,0,2.928,7000,0.15,4,1,1,100,10,0,1
,1739,688,142,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1740,688,678,freeway,1,2.989,1,7500,60,1,0,2.989,7500,0.15,4,1,1,100,10,0,1
,1741,688,683,freeway,1,2.9946,1,3500,60,1,0,2.9946,3500,0.15,4,1,1,100,10,0,1
,1742,688,687,freeway,1,2.80865,1,6500,60,1,0,2.80865,6500,0.15,4,1,1,100,10,0,1
,1743,688,690,freeway,1,2.989,1,5000,60,1,0,2.989,5000,0.15,4,1,1,100,10,0,1
,1744,689,143,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1745,689,408,freeway,1,1.04948,1,2000,60,1,0,1.04948,2000,0.15,4,1,1,100,10,0,1
,1746,689,687,freeway,1,2.928,1,7000,60,1,0,2.928,7000,0.15,4,1,1,100,10,0,1
,1747,689,690,freeway,1,2.81196,1,3500,60,1,0,2.81196,3500,0.15,4,1,1,100,10,0,1
,1748,689,699,freeway,1,3.1116,1,1500,60,1,0,3.1116,1500,0.15,4,1,1,100,10,0,1
,1749,690,144,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1750,690,410,freeway,1,2.81196,1,2000,60,1,0,2.81196,2000,0.15,4,1,1,100,10,0,1
,1751,690,685,freeway,1,3.05,1,4000,60,1,0,3.05,4000,0.15,4,1,1,100,10,0,1
,1752,690,688,freeway,1,2.989,1,5000,60,1,0,2.989,5000,0.15,4,1,1,100,10,0,1
,1753,690,689,freeway,1,2.81196,1,3500,60,1,0,2.81196,3500,0.15,4,1,1,100,10,0,1
,1754,691,145,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1755,691,481,freeway,1,2.30915,1,6500,60,1,0,2.30915,6500,0.15,4,1,1,100,10,0,1
,1756,691,486,freeway,1,1.06706,1,6500,60,1,0,1.06706,6500,0.15,4,1,1,100,10,0,1
,1757,691,681,freeway,1,2.867,1,12000,60,1,0,2.867,12000,0.15,4,1,1,100,10,0,1
,1758,691,692,freeway,1,2.75109,1,8000,60,1,0,2.75109,8000,0.15,4,1,1,100,10,0,1
,1759,692,146,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1760,692,407,freeway,1,2.45596,1,6500,60,1,0,2.45596,6500,0.15,4,1,1,100,10,0,1
,1761,692,682,freeway,1,2.9946,1,8000,60,1,0,2.9946,8000,0.15,4,1,1,100,10,0,1
,1762,692,691,freeway,1,2.75109,1,8000,60,1,0,2.75109,8000,0.15,4,1,1,100,10,0,1
,1763,692,694,freeway,1,2.92864,1,5500,60,1,0,2.92864,5500,0.15,4,1,1,100,10,0,1
,1764,693,147,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1765,693,479,freeway,1,0.96449,1,3000,60,1,0,0.96449,3000,0.15,4,1,1,100,10,0,1
,1766,693,483,freeway,1,0.682,1,6500,60,1,0,0.682,6500,0.15,4,1,1,100,10,0,1
,1767,693,694,freeway,1,2.98962,1,4500,60,1,0,2.98962,4500,0.15,4,1,1,100,10,0,1
,1768,693,703,freeway,1,3.05,1,2000,60,1,0,3.05,2000,0.15,4,1,1,100,10,0,1
,1769,694,148,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1770,694,408,freeway,1,2.10339,1,2000,60,1,0,2.10339,2000,0.15,4,1,1,100,10,0,1
,1771,694,539,freeway,1,1.15095,1,5000,60,1,0,1.15095,5000,0.15,4,1,1,100,10,0,1
,1772,694,692,freeway,1,2.92864,1,5500,60,1,0,2.92864,5500,0.15,4,1,1,100,10,0,1
,1773,694,693,freeway,1,2.98962,1,4500,60,1,0,2.98962,4500,0.15,4,1,1,100,10,0,1
,1774,695,149,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1775,695,411,freeway,1,0.63686,1,6000,60,1,0,0.63686,6000,0.15,4,1,1,100,10,0,1
,1776,695,696,freeway,1,2.989,1,8500,60,1,0,2.989,8500,0.15,4,1,1,100,10,0,1
,1777,695,697,freeway,1,2.92864,1,4500,60,1,0,2.92864,4500,0.15,4,1,1,100,10,0,1
,1778,695,700,freeway,1,2.99149,1,10500,60,1,0,2.99149,10500,0.15,4,1,1,100,10,0,1
,1779,696,150,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1780,696,695,freeway,1,2.989,1,8500,60,1,0,2.989,8500,0.15,4,1,1,100,10,0,1
,1781,696,698,freeway,1,3.05061,1,5000,60,1,0,3.05061,5000,0.15,4,1,1,100,10,0,1
,1782,696,734,freeway,1,2.80865,1,1500,60,1,0,2.80865,1500,0.15,4,1,1,100,10,0,1
,1783,697,151,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1784,697,695,freeway,1,2.92864,1,4500,60,1,0,2.92864,4500,0.15,4,1,1,100,10,0,1
,1785,697,698,freeway,1,2.99149,1,4000,60,1,0,2.99149,4000,0.15,4,1,1,100,10,0,1
,1786,697,702,freeway,1,2.989,1,5500,60,1,0,2.989,5500,0.15,4,1,1,100,10,0,1
,1787,697,809,freeway,1,2.989,1,2500,60,1,0,2.989,2500,0.15,4,1,1,100,10,0,1
,1788,698,152,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1789,698,696,freeway,1,3.05061,1,5000,60,1,0,3.05061,5000,0.15,4,1,1,100,10,0,1
,1790,698,697,freeway,1,2.99149,1,4000,60,1,0,2.99149,4000,0.15,4,1,1,100,10,0,1
,1791,698,736,freeway,1,2.867,1,4500,60,1,0,2.867,4500,0.15,4,1,1,100,10,0,1
,1792,698,810,freeway,1,2.86765,1,2000,60,1,0,2.86765,2000,0.15,4,1,1,100,10,0,1
,1793,699,153,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1794,699,538,freeway,1,0.71138,1,8000,60,1,0,0.71138,8000,0.15,4,1,1,100,10,0,1
,1795,699,689,freeway,1,3.1116,1,1500,60,1,0,3.1116,1500,0.15,4,1,1,100,10,0,1
,1796,699,700,freeway,1,2.867,1,5000,60,1,0,2.867,5000,0.15,4,1,1,100,10,0,1
,1797,699,701,freeway,1,2.86765,1,5000,60,1,0,2.86765,5000,0.15,4,1,1,100,10,0,1
,1798,700,154,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1799,700,410,freeway,1,0.63686,1,2000,60,1,0,0.63686,2000,0.15,4,1,1,100,10,0,1
,1800,700,695,freeway,1,2.99149,1,10500,60,1,0,2.99149,10500,0.15,4,1,1,100,10,0,1
,1801,700,699,freeway,1,2.867,1,5000,60,1,0,2.867,5000,0.15,4,1,1,100,10,0,1
,1802,700,702,freeway,1,3.05061,1,4500,60,1,0,3.05061,4500,0.15,4,1,1,100,10,0,1
,1803,701,155,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1804,701,474,freeway,1,0.82067,1,3500,60,1,0,0.82067,3500,0.15,4,1,1,100,10,0,1
,1805,701,699,freeway,1,2.86765,1,5000,60,1,0,2.86765,5000,0.15,4,1,1,100,10,0,1
,1806,701,702,freeway,1,2.87283,1,2500,60,1,0,2.87283,2500,0.15,4,1,1,100,10,0,1
,1807,701,813,freeway,1,2.93054,1,2000,60,1,0,2.93054,2000,0.15,4,1,1,100,10,0,1
,1808,702,156,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1809,702,697,freeway,1,2.989,1,5500,60,1,0,2.989,5500,0.15,4,1,1,100,10,0,1
,1810,702,700,freeway,1,3.05061,1,4500,60,1,0,3.05061,4500,0.15,4,1,1,100,10,0,1
,1811,702,701,freeway,1,2.87283,1,2500,60,1,0,2.87283,2500,0.15,4,1,1,100,10,0,1
,1812,702,814,freeway,1,2.92864,1,3500,60,1,0,2.92864,3500,0.15,4,1,1,100,10,0,1
,1813,703,157,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1814,703,478,freeway,1,1.31398,1,5500,60,1,0,1.31398,5500,0.15,4,1,1,100,10,0,1
,1815,703,693,freeway,1,3.05,1,2000,60,1,0,3.05,2000,0.15,4,1,1,100,10,0,1
,1816,703,704,freeway,1,2.867,1,7500,60,1,0,2.867,7500,0.15,4,1,1,100,10,0,1
,1817,703,705,freeway,1,2.74771,1,3500,60,1,0,2.74771,3500,0.15,4,1,1,100,10,0,1
,1818,704,158,freeway,1,1,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,1819,704,538,freeway,1,3.37435,1,8000,60,1,0,3.37435,8000,0.15,4,1,1,100,10,0,1
,1820,704,539,freeway,1,2.14196,1,5000,60,1,0,2.14196,5000,0.15,4,1,1,100,10,0,1
